FID,ZID,REC_NO,REC_TYPE,DEP_NUM,REP_DATE,INFO_SRC,FIL_LINK,REP,REP_AFF,SYN,DIST,COUNTY,STATE,COUNTRY,PHYS,DRAIN,LAND_ST,QUAD1,Q1_SCALE,QUAD2,Q2_SCALE,ELEV,UTM_N,UTM_E,UTM_Z,ACC,TOWNSHIP,RANGE,SECTION,SECT_FRACT,MERIDIAN,POSITION,LOCATION,SITE_NAME,LAT,LONG,COMMOD,ORE_MAT,COM_SUB,GEN_ANAL,COM_INFO,MAJOR,MINOR,POTEN,OCCUR,NP_MAIN,NP_MINOR,PROD,LOCAL_STRU,STATUS,DISC,YR_DISC,NAT_DISC,YR_1ST_PRO,YR_LAST_PR,OWNER,OPER,EXPL_COM,DEP_TYPE,DEP_FORM,DEPTH_TOP,DEP_T_U,DEPTH_BOT,DEP_B_U,MAX_LEN,M_L_U,MAX_WID,M_W_U,MAX_THICK,M_T_U,DEP_SIZE,STRIKE,DIP,PLUNGE_DIR,PLUNGE,DEP_DESC_C,DEPTH_WK,D_WK_U,LEN_WK,L_WK_U,OV_LEN_WK,O_L_U,OV_WID_WK,O_W_U,OV_AREA_WK,O_A_U,DESC_WORK_,HR_AGE,HR_TYPE,IG_AGE,IG_TYPE,MIN_AGE,NON_ORE_MI,ORE_CNTL,TECT_SET,REG_STRUCT,ALTER_,CONC,FORM_AGE,FORM_NAME,FORM2_AGE,FORM2_NAME,IG_UNIT_AG,IG_UNIT_NA,IG2_UNIT_A,IG2_UNIT_N,GEOL_COM,GEN_COM,RF1,RF2,RF3,RF4,DESC_WORK,AP_ITEM,AP_ACC,AP_AMT,AP_U,AP_YEAR,AP_GRADE,CP_ITEM,CP_ACC,CP_AMT,CP_U,CP_YEAR,CP_GRADE,P_SOURCE,P_COM,RPR_ITEM,RPR_ACC,RPR_AMT,RPR_U,RPR_YEAR,RPR_GRADE,RPR_SOURCE,RPR_COM,R_ITEM,R_ACC,R_AMT,R_U,R_YEAR,R_GRADE,R_SOURCE,R_COM,PR_ITEM,PR_ACC,PR_AMT,PR_U,PR_YEAR,PR_GRADE,PR_SOURCE,PR_COM,REF
11,8052,DB00229,X1N,47-PARIETTE DRAW SW-2,78 03, ,BLM,MCCARTHY; BLAIR M.,UGS, , ,UINTAH,UT,US,11 UINTA BASIN,14 GREEN RIVER BASIN BELOW THE WHITE RIVER,49,PARIETTE DRAW SW,24000, ,0,4900 FT,4435750,593960,12, ,008S,018E,33, ,SALT LAKE,1.3 MILES ENE CASTLE PEAK, ,UNKNOWN,40-04-07N,109-53-53W,U CU,MALACHITE, , , , , , ,U CU, , ,N, ,1, , ,B, , , , , ,REPLACEMENT,SCATTERED PODS, ,FT,6.0,FT,30.000,FT,30.00,FT, , ,SMALL, , , , , , , , , ,20,FT,10,FT,200,SQ FT,1 DOZER CUT,EO,SANDSTONE, , , , , ,STABLE PLATFORM, , ,GROUND WATER SOLUTIONS,EO,UINTA FORMATION, , , , , , , , ,PRUITT; R. G.; 1961 ; THE MINERAL RESOURCES OF UINTA COUNTY: UTAH GEOL. AND MIN. SURVEY BULL. 71, , , ,S, , , , , , , , , , , , , , ,ORE CU,SML, , ,1978,LOW GRADE,MC CARTHY; B. M.; 1978, , , , , , , , , , , , , , , , , ,0
12,8054,DB00231,X1M,47-PARIETTE DRAW SW-4,78 03, ,BLM,MCCARTHY; BLAIR M.,UGS, , ,UINTAH,UT,US,11 UINTA BASIN,14 GREEN RIVER BASIN BELOW THE WHITE RIVER,49,PARIETTE DRAW SW,24000, ,0,4980 FT,4434350,593520,12, ,009S,018E,04, ,SALT LAKE,1.0 MILES ESE OF CASTLE PEAK, ,GREEN ROCK,40-03-22N,109-54-13W,CU U,MALACHITE; URANINITE (?), , , , , , ,CU U, , ,N, ,2, , ,B, , , , , ,DISSEMINATED,LENTICULAR, ,FT,2.0,FT,50.000,FT,4.00,FT,6,IN,SMALL, , , , , , , , , ,50,FT,5,FT,250,SQ FT,MINOR TRENCHING,EO,SANDSTONE, , , , , ,STABLE PLATFORM, , ,GROUND WATER SOLUTIONS,EO,UINTA FORMATION, , , , , , , , , , , , ,S, , , , , , , , , , , , , , ,ORE CU ýORE U,SMLýSML, , ,1978ý1978,LOW GRADE ýLOW GRADE,MC CARTHY; B. M.; 1978, , , , , , , , , , , , , , , , , ,0
13,8051,DB00228,X1N,47-PARIETTE DRAW SW-1,78 03, ,BLM,MCCARTHY; BLAIR M.,UGS, , ,UINTAH,UT,US,11 UINTA BASIN,14 GREEN RIVER BASIN BELOW THE WHITE RIVER,49,PARIETTE DRAW SW,24000, ,0,4880 FT,4435800,594560,12, ,008S,018E,33, ,SALT LAKE,1.8 MILES ENE CASTLE PEAK, ,MYTON #2,40-04-09N,109-53-28W,U CU,MALACHITE, , , , , , ,U CU, , ,N, ,2, , ,B, , ,BOUNTIFUL URANIUM CO., , ,FRACTURE FILLING; REPLACEMENT,TABULAR, ,FT,10.0,FT,30.000,YD,30.00,YD, , ,SMALL,N 27 DEG W,8 DEG E, , ,MINERALIZATION IS LOCATED ALONG BEDDING PLANES IN CROSS-BEDDED SANDSTONE, , , , ,30,YD,10,FT,900,SQ FT,WORKINGS CONSIST OF TWO DOZER CUTS ALONG OUTCROP,EO,SANDSTONE, , , , ,BEDDING PLANES,STABLE PLATFORM, , ,GROUND WATER SOLUTION,EO,UINTA FM, , , , , , , , ,PRUITT; R. G.; 1961 ; THE MINERAL RESOURCES OF UINTA COUNTY: UTAH GEOL. AND MIN. SURVEY BULL 71, , , ,S, , , , , , , , , , , , , , ,ORE U ýORE CU,SMLýSML, , ,1978ý1978,LOW GRADE ý0.5 % CU,MC CARTHY; B. M.; 1978, , , , , , , , , , , , , , , , , ,0
14,8263,M057657,X1N, ,79 05,1, ,WONG; GEORGE; TOOKER; ED., , ,CASTLE PEAK DRAW,UINTAH,UT,US, , , ,PARIETTE DRAW,24000, ,0, ,4435220,593570,12, ,009S,018E,04, ,SALT LAKE,NW 1/4 OF SECT 4,POINT LOCATION UNKNOWN,EUREKA 6,40-03-50N,109-54-10W,U, , , , , , , ,U,U, ,N, ,2, , , , , , , , ,PENECONCORDANT, , , , , , , , , , , ,SMALL, , , , , , , , , , , , , , , , ,LEO,UINTA FM, , , , , , , , , , , , , , , , , ,URANIUM MINERALS ASSOCIATED WITH COPPER MINERALS AND CARBONACEOUS MATERIAL IN SHALE AND SANDSTONE, ,DASCH; M.D.; 1967 ; URANIUM DEP OF NE & W UTAH: UTAH GEOL SOC GUIDEBOOK #21 ; P 116, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
15,919,DC13496,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,DUCHESNE,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,009S,017E,03, ,SL, , ,KEG CLAIM, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , ,0.0000000, ,0.0000000, , , , , , , , , , , , , , , , , ,0.0000, , , , , , , , , , , , , , , , , , , , , , , ,USAEC ORE RESERVE STUDY, , ,CONSV. DIV. COMP. DATE; 01-05-1971, ,U EST, ,0.01000,TONS,1953,.23 % U3O8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
16,920,DC13497,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,DUCHESNE,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,009S,017E,03, ,SL,NW 1/4, ,LONE PEAK CLAIM, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , ,0.0000000, ,0.0000000, , , , , , , , , , , , , , , , , ,0.0000, , , , , , , , , , , , , , , , , , , , , , , ,USAEC ORE RESERVE STUDY, , ,CONSV. DIV. COMP. DATE; 01-05-1971, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
17,922,DC13500,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,DUCHESNE,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,009S,017E,04, ,SL,NW 1/4, ,RAINBOW RIDGE #2, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , ,0.0000000, ,0.0000000, , , , , , , , , , , , , , , , , ,0.0000, , , , , , , , , , , , , , , , , , , , , , , ,USAEC ORE RESERVE STUDY, , ,CONSV. DIV. COMP. DATE; 01-05-1971, , , , , , , ,U EST, ,0.01000,TONS,1952-1953; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
18,921,DC13499,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,DUCHESNE,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,009S,017E,04, ,SL,SW 1/4, ,OH HENRY #1, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , ,0.0000000, ,0.0000000, , , , , , , , , , , , , , , , , ,0.0000, , , , , , , , , , , , , , , , , , , , , , , ,USAEC ORE RESERVE STUDY, , ,CONSV. DIV. COMP. DATE; 01-05-1971, ,U EST, ,0.01000,TONS,1955,.20 % U3O8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
19,8595,DC12602,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,BEAVER,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,030S,015W,06, ,SL, , ,PRODUCER MINE, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USAEC ORE RESERVE STUDY,USBM MIN. YEARBOOK 1962, ,CONSV. DIV. COMP. DATE; 12-30-1970, ,U EST, ,0.50000,TONS,1962,.20 % U, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
20,8793,D004417,X1B,1-THE TETONS-7,79 05, ,BLM,EVERTS; MIKE L.,BLM, ,PINE GROVE,BEAVER,UT,US,12 WAH-WAH MTNS,16 PINE VALLEY,49,THE TETONS,24000, ,0,6770 FT.,4227600,278000,12, ,030S,015W,28, ,SALT LAKE,2500 AT SOUTH OF JOCKEY SPRING, ,UNKNOWN PROSPECT,38-10-15N,113-32-03W,F U,FLUORITE; URANINITE; AUTUNITE; URANOPHANE, , , ,F U, , , , , ,S,NORMAL & THRUST FAULTING; MINOR FOLDING; EXTENSIVE IGNEOUS ACTIVITY,6,FRED STAATS,1934,B,1935, ,FRED STAATS,FRED STAATS, ,FISSURE VEINS,TABULAR-PIPE LIKE; POD LIKE, , , , , , , , , , ,SMALL,NW,90 DEG, , , ,40,FT,200-300,FT, , , , , , ,MINE WAS MAPPED AND SAMPLED BY LEE I. PERRY UTAH GEOL. AND MIN. SURVEY 7-31-73. ADIT; WINZE; DRIFTS; CROSSCUTS,DEV,DOLOMITE,TERT RHYOLITE PORPHYRY, ,LTERT, ,FAULTS,MIOGEOSYNCLINE,BASIN & RANGE,LIMONITIZATION; KAOLINIZATION; ARGILLITE,FAULT ZONES,DEV ýTERT,SEVEY DOLOMITE ýNEEDLES RANGE FM, , ,TERT,RHYOLITE PORPHYRY-WAH-WAH RHYOLITE, , ,ORE OCCURS AS PIPELIKE BODIES AT THE CONTACT OF THE DOLOMITE WITH VOLCANICS, ,DMEA-FLUORSPAR-URANIUM CONTRACT DOCKET # 2182 OCT 15; 1959, , , ,U, , , , , , , , , , , , ,EVERTS; M.L.; 1979; GEOLOGIST., , , , , , , , , , , , , , , , , , , , , , , , , ,0
21,8611,DC14174,X1N,1-BEAVER-6,74 06, ,BLM, ,USGS,FROG #1; SNIFFER; SNIFFER FRACTION,NEWTON DISTRICT,BEAVER,UT,US,12 TUSHAR MTNS (TRANSITION ZONE),16 BEAVER RIVER,41,BEAVER,62500, ,0,7440 FT,4254510,365590,12,UNKNOWN PR,027S,006W,28, ,SALT LAKE,1 1/2 MILES W OF INDIAN CREEK GUARD STATION,SECTION SUBDIVISIONS SW 1/4 NE 1/4 SW 1/4,MYSTERY SNIFFER MINE; MYSTERY #3,38-25-,112-32-,U,AUTUNITE; TORBERNITE; FLUORSPAR, , , ,U, , ,F, , ,M,MT BELKNAP CALDERA,4, , ,B, , ,ENERGY FUELS,ENERGY FUELS, ,REPLACEMENT-SECONDARY ENRICH.,VEIN, ,FT,300,FT,1200,FT,600,FT,300,FT,MEDIUM, , , , ,EXPLORATION WORK BEING DONE BY ENERGY FUELS 8/79,300,FT,1000,FT,1000,FT,600,FT,600;000,SQ. FT, ,TERT,RHYOLITE; BANDED YELLOW; WHITE; RED,TERT QTZ MONZ. STOCK, ,LTERT,QTZ; PYRITE; FLUORSPAR,FISSURE VEINS & LOCAL FAULTING; MINERALIZATION ALONG BRECCIATED ZONES,CORDILLERAN HINGELINE,BASIN/PLATEAU TRANSITION ZONE,CLAY; ARGILLITE,SECONDARY,TERT ýTERT,MT. BELKNAP RHYOLITE (HOST) ýBULLION CANYON VOLCANICS, , ,TERT,QTZ MONZ. STOCK, , ,MINERALIZATION HAS AN AFFINITY FOR THE RHYOLITE VS THE ANDESITE PORPHYRY., ,EVERTS; M.L.; 1979; UTAH GEOL. & MINERAL SURVEY; ON-SITE INVESTIGATION.,USGS BULL. 1005; 1954; P. 50.,USAEC ORE RESERVE STUDY {{ 3A) USGS MAP MF 202; 1961; TEXT {{ 3B) UTAH GEOL. SOC. GUIDEBOOK NO. 21; 1967; P. 117 {{ 3C) UTAH G & MS BULL. 79; 1966; P. 29, ,B,U ACC ýU ACC ýU ACC ýU ACC ýU ACC ýU ACC ý4.41900 ýU ORE ýU ORE,ý ý ý ý ý ý ý ACý AC,17.651ý 6.06100ý 4.96000ý 15.320ý 1.09200ý 3.44800ý ý 0.33200ý 1.33100,LB ýLB ýLB ýLB ýLB ýLB ýLB ýST ýST,1959ý1960ý1961ý1962ý1963ý1964ý1965ý1965ý1964, ,U ACC, ,64.238,LB,1958-1965, ,EVERTS; M.L.; 1979; GEOLOGIST., , , , , , , , , ,U ORE ýU ORE ýU ORE ýU ORE,ESTýESTýESTýEST,10.000ý 20.000ý 50.000ý 100.000,ST ýST ýST ýST,1979ý1979ý1979ý1979,.2% U3O8 MEASURED ýBETTER THAN .20% U3O8 INDICATED ý.10% U3O8 MEASURED ý.10% U3O8 INDICATED, , , , , , , , ,EVERTS; M.L.; 1979; GEOLOGIST., ,0
22,8600,DC12612,X1B, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,BEAVER,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,030S,018W,10, ,SL,SE 1/4, ,COUGAR SPAR, , ,F U, , , , , , , , , , ,Y, ,8, , , , , , , , ,VEIN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USBM WAR MIN. REPT.,USBM MIN. YEARBOOK 1943-1945, ,CONSV. DIV. COMP. DATE; 03-27-1958, , , , , , , ,F ACC, ,17.637,TONS,1941-1945, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
23,9023,FS00468,X1N, ,76 11, ,FSR04,MEIER; M. LORRIE,USFS, , ,BEAVER,UT,US,11,16, , , , ,0, ,0,0,0,UNKNOWN PR,027S,006W,28, ,SALT LAKE, , ,SNIFFER FRACTION,38-25-00N,112-32-00W,U,AUTUNITE; URANOPHANE, ,FS MIN EXAM 1963 DOW ASSAY 1962 BLACK AND DEASON SALT LAKE CITY, , , , ,U, , ,Y, ,8, , , , , , , , ,LODE, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TERT,QUARTZ - MONZONITE; RHYOLITE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
24,8667,DC15086,X1N,1-BEAVER-2,74 06, ,BLM, ,USGS,CANARY #4 (U-BEVA GROUP),NEWTON DISTRICT,BEAVER,UT,US,12 TUSHAR MTNS (TRANSITION ZONE),16 BEAVER RIVER,41,BEAVER,62500, ,0,8200 FT,4249100,365500,12,UNKNOWN PR,028S,006W,09, ,SALT LAKE,1500 FT. SOUTH OF TANNER MOUNTAIN SUMMIT.,SECTION SUBDIVISIONS SW 1/4 SE 1/4 SW 1/4,CANARY,38-22-55N,112-32-24W,U,AUTUNITE; TORBERNITE, , , ,U, , , , , ,S,FAULTING-N-S 90 DEG,4, , ,B, , , , , ,REPLACEMENT,HYDROTHERMAL VEIN, , , , , , , , , , ,SMALL,N-S,90 DEG, , , ,UNKNOWN, ,UNKNOWN, , , , , , , ,FLOODED,TERT,RHYOLITE; RED; GRAY, , ,LTERT,PYRITE,FISSURE FILLING, ,BASIN/PLATEAU TRANSITION, , ,TERT,MT BELKNAP RHYOLITE, , , , , , ,A SURVEY OF THE DUMP WITH COUNTER SHOWED LESS THAN .05% EU3O8, ,WALKER; G.S. 1963 GEOLOGY OF URANIUM BEARING VEINS IN THE CONTERMINOUS; U.S.; U.S.G.S. PP. 455A P. 23>,WALKER; 1963; USGS PROF. PAPER 455-A; P. 23.,USGS MAP MF 202; 1961; BEAVER QUAD; TEXT.,CONSV. DIV. COMP. DATE; 12-29-1970,U, , , , , , , , , , , , ,EVERTS; M.L.; 1979; GEOLOGIST, , , , , , , , , , , , , , , , , , , , , , , , , ,0
25,8834,D004619,X1N,1-BEAVER-14,79 07, ,BLM,EVERTS; MIKE L.,BLM, ,NEWTON DISTRICT,BEAVER,UT,US,12 TUSHAR MTNS (TRANSITION ZONE),16 BEAVER RIVER,41,BEAVER,62500, ,0,7240 FT.,4254800,364200,12, ,027S,006W,29, ,SALT LAKE,51/2 MILES NE OF MANDERFIELD,SECTION SUBDIVISIONS SE 1/4 SE 1/4 NW 1/4,WHITE CLIFF MINE,38-25-59N,112-33-21W,U,AUTUNITE; TORBERNITE, , , ,U, , , , , ,S,LOCAL FAULTS,6, , ,B, , ,ENERGY FUELS,ENERGY FUELS, ,FISSURE FILLING,TABULAR, , , , , , , , , , ,SMALL, , , , , , , , , , , , , , , , ,TERT,RHYOLITE & LATITE,TERT QTZ MONZ STOCK, ,LTERT,QTZ,FISSURE VEINS,CORDILLERAN HINGELINE,BASIN/PLATEAU TRANSITION ZONE,HYDROTHERMAL, ,TERT,MT BELKNAP RHYOLITE, , ,TERT,QUARTZ MONZ. STOCK, , , , ,EVERTS; M.L.; 1979; UTAH GEOL. & MINERAL SURVEY; ON-SITE INVESTIGATIONS., , , , , , , , , , , , , , , , ,EVERTS; M.L.; 1979; GEOLOGIST., , , , , , , , , , , , , , , , , , , , , , , , , ,0
26,8845,D004630,X1N,1-BEAVER-9,79 07, ,BLM,EVERTS; MIKE L.,BLM, ,NEWTON DISTRICT,BEAVER,UT,US,12 TUSHAR MTNS (TRANSITION ZONE),16 BEAVER RIVER,41,BEAVER,62500, ,0,7300 FT,4255000,363300,12, ,027S,006W,19 20 29 3, ,SALT LAKE,5 MILES NE OF MANDERFIELD,SECTION SUBDIVISIONS NW 1/4; SE 1/4; NE 1/4; SEC. 30,PROSPER-NEVADA & PINECO GROUPS,38-26-05N,112-33-58W,U,AUTUNITE; TORBERNITE, ,ASSAY: (2) NE 1/4 SEC 30. NW 1/4 29 (1) JA-1 LESS THAN .01 U3O8; .01% V2O5; JA-2 LESS THAN .01%U3O8; .01 V2O5; JA-3 .02% U3O8 .008% V2O5, ,U, , , , , ,S,JOINT SETS N-NW,6, , ,B, , ,ENERGY FUELS,JOHN ANDERSON, ,FISSURE FILLING,TABULAR, ,FT,200,FT,1500,FT,1000,FT,10,FT,SMALL,N-NW, , , , , , , , , , , , , , ,SEVERAL PROSPECT PITS. 3 SHAFTS IN SECTIONS 19;20;30 T27S R6W & SEC. 29,TERT,QTZ MONZ; ANDESITE,TERT QTZ MONZ STOCK PLAG; K-SPAR; QTZ; BIG A, ,PLIEO,MAG; APATITE; ZIRCON,FISSURES,CORDILLERAN HINGELINE,BASIN/PLATEAU TRANSITION ZONE,SERICITE; CHLORIDE, ,TERT,BULLION CANYON VOLCANICS, , ,TERT,QTZ MONZ STOCK, , , , ,TRIMBLE; LARRY; 1976; PRELIMINARY INVESTIGATION OF PROSPER & NEVADA GROUP OF CLAIMS; UNPUB. UT. GEOL. & MINERAL SURVEY, , , ,B, , , , , , , , , , , , ,EVERTS; M.L.; 1979; GEOLOGIST., , , , , , , , , , , , , , , , , , , , , , , , , ,0
27,8576,DC12578,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,STAR,BEAVER,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,029S,010W,24, ,SL,NE 1/4 SW 1/4, ,GEYSER BASIN PROPERTY, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS,PRELIM. RECONN. REPT.; R-R-261, ,CONSV. DIV. COMP. DATE; 12-29-1970, ,U EST, ,0.01000,TONS,1955,NON-ORE GRADE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
28,8608,DC14090,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS,STAAT'S FLUORSPAR MINE,PINE GROVE,BEAVER,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,029S 02,016W 01,36 3, ,SL,NE 1/4 SEC 36; T 29S; R 16 W, ,MONARCH & EUREKA FLUORSPAR & URANIUM MINE, , ,U F,URANINITE; AUTUNITE, , , , , , , , , ,Y, ,8, , , , , , , , ,FRACTURE FILLING & GRAIN COATING, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USBM MIN. YEARBOOK 1939-1957,USBM ACCESS ROAD REPT.,USBM WAR MIN. REPT. {{ 3A) USAEC PROD. REPT. {{ 3B) USGS BULL. 1005; 1954; P. 17-19 {{ 3C) USAEC ORE RESERVE STUDY {{ 3D) USGS PP 455-A; P. 24 {{ 3E) UTAH G & MS SPEC. STUDY #12; 1965; PL. 2; 3 {{ 3F) UTAH G& MS BULL. 79; 1966; &. 29,CONSV. DIV. COMP. DATE; 02-18-1965, , , , , , , ,F ACC ýU EST,ý,3.50000ý 1.00000,TONS ýTONS,1935-1945; 8ý1955-1957; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
29,8665,DC15082,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,NEWTON,BEAVER,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,028S,005W,10, ,SL,NW 1/4, ,C.D.P. CLAIMS, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,RHYOLITE TUFF; MT. BELNAYS FM., , , , ,FRACTURE ZONE, , , , , , , , , , , , , , ,USAEC ORE RESERVE STUDY.,UTAH GEOL. SOC. GUIDEBOOK #21; 1967; P. 117., ,CONSV. DIV. COMP. DATE; 12-29-1970, , , , , , , , , , , , , , ,SMALL, , , , , , , , , , , , , , , , , , , , , , , , ,0
30,8765,D004388,X1N,1-BEAVER-13,79 07, ,BLM,EVERTS; MIKE L.,BLM,PLUTO; WEST SLOPE; NEPTUNE CLAIMS,NEWTON DISTRICT,BEAVER,UT,US,12 TUSHAR MTNS (TRANSITION ZONE),16 BEAVER RIVER,01,BEAVER,62500, ,0,7150 FT.,4250600,363350,12, ,028S,006W,06, ,SALT LAKE,2 MILES SW OF POLE MTN,SECTION SUBDIVISIONS SE 1/4; SE 1/4; SE 1/4,SUNDAY MINE,38-23-42N,112-33-53W,U, , , , ,U, , , , , ,S,FAULTS (N-S) NORMAL,6, , ,B, , ,GILLIES; JAY,GILLIES; JAY, ,REPLACEMENT,FLAT-TABLE LIKE, ,FT,250,FT,500,FT,500,FT,5,FT,SMALL, , , , , ,250,FT,250,FT, , , , , , ,2 SHAFTS (250) (50),TERT,RHYOLITE; ANDESITE LOCALLY PORPH WHEN FRESH; ORNG-BANDED,TERT QTZ MONZ. INTRUSIVE, ,LTERT,QUARTZ,FISSURE VEINS,CORDILLERAN HINGELINE,BASIN/PLATEAU TRANSITION,SERICITE; PYRITE, ,TERT,MT BELKNAP RHYOLITE, , , , , , , , ,EVERTS; M.L.; 1979; UTAH GEOL. & MINERAL SURVEY; ON-SITE INVESTIGATION., , , ,U, , , , , , , , , , , , ,EVERTS; M.L.; 1979; GEOLOGIST., , , , , , , , , , , , , , , , , , , , , , , , , ,0
31,8585,DC12591,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,BEAVER,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,029S,015W,31, ,SL,SW 1/4, ,PRODUCER MINE, , ,U,URANINITE; FLUORITE; PYRITE, , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,RHYOLITE PORPHYRY AND TUFF, , , , , , , , , , , , , , , , , , , ,USBM MIN. YEARBOOK 1962,USAEC ORE RESERVE STUDY,UTAH GEOL. SOC. GUIDEBOOK 21; 1967; P. 117, , ,U EST, ,0.50000,TONS,1962,.20 % U, , , , , , , ,ALSO PRODUCED 1958-1959, , , , , , , , , , , , , , , , , , , , , , , , ,0
